Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
426,Rodolfo Pizarro,mx MEX,"MF,FW",FC Juárez,32-005,1994,22,15,"1,379",15.3,4,1,5,4,0,0,2,0,0.26,0.07,0.33,0.26,0.33,Matches
427,Jackson Porozo,ec ECU,DF,Tijuana,25-200,2000,23,23,"2,070",23,2,0,2,2,0,0,7,0,0.09,0,0.09,0.09,0.09,Matches
428,Osvaldo Rodríguez del Portal,mx MEX,DF,UANL,29-163,1996,5,4,314,3.5,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
429,Walter Portales,us USA,DF,Puebla,21-330,2004,4,4,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Adonis Preciado,ec ECU,"MF,FW",Tijuana,28-334,1997,23,16,"1,483",16.5,3,2,5,2,1,2,4,0,0.18,0.12,0.3,0.12,0.24,Matches
431,Ronaldo Prieto,mx MEX,"DF,MF",Santos Laguna,28-354,1997,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Alan Pulido,mx MEX,MF,Guadalajara,34-349,1991,5,2,248,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
433,Francisco Pumpido,mx MEX,DF,Toluca,21-112,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Piero Quispe,pe PER,MF,UNAM,24-190,2001,6,2,203,2.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
435,Alonso Ramírez,mx MEX,MF,Puebla,24-184,2001,4,0,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
436,Alonso Ramírez,mx MEX,MF,Atlas,24-184,2001,3,2,192,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
437,Dennis Ramirez,mx MEX,MF,UNAM,18-261,2007,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Miguel Ramírez,us USA,"MF,DF",Puebla,23-235,2002,15,7,638,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Paulo Ramírez,mx MEX,MF,Atlas,23-127,2002,15,12,"1,026",11.4,1,0,1,1,0,0,2,1,0.09,0,0.09,0.09,0.09,Matches
440,Cesar Ramos,mx MEX,GK,Atlas,25-251,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Sergio Ramos,es ESP,DF,Monterrey,39-327,1986,15,15,"1,336",14.8,2,0,2,0,2,3,7,0,0.13,0,0.13,0,0,Matches
442,Aaron Ramsey,wls WAL,MF,UNAM,35-056,1990,6,3,235,2.6,1,0,1,1,0,1,1,0,0.38,0,0.38,0.38,0.38,Matches
443,José Rangel Aguilar,mx MEX,GK,Guadalajara,25-360,2000,23,23,"2,070",23,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
444,Luis Rey,mx MEX,"MF,DF",Puebla,23-159,2002,17,15,"1,136",12.6,2,0,2,2,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
445,Cristian Reyes,mx MEX,MF,Monterrey,19-316,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
446,Diego Reyes,mx MEX,DF,Querétaro,33-154,1992,13,13,"1,130",12.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
447,Francisco Reyes,mx MEX,DF,UANL,27-139,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Israel Reyes,mx MEX,"DF,MF",América,25-273,2000,21,19,"1,758",19.5,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
449,Josué Reyes,mx MEX,DF,Tijuana,28-072,1997,1,0,17,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
450,Salvador Reyes,mx MEX,DF,León,27-292,1998,21,21,"1,852",20.6,0,2,2,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
451,Ricardinho,pt POR,"MF,FW",FC Juárez,27-198,1998,17,11,814,9,1,1,2,1,0,0,2,1,0.11,0.11,0.22,0.11,0.22,Matches
452,Luis Ricardo Reyes,mx MEX,"DF,MF",Monterrey,34-323,1991,11,8,722,8,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
453,Ángel Rico,mx MEX,MF,UNAM,21-039,2005,4,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Emiliano Rigoni,ar ARG,"FW,MF",León,33-016,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Víctor Ríos,mx MEX,"MF,DF",Atlas,22-009,2004,21,16,"1,393",15.5,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
456,Jesús Rivas,mx MEX,"DF,MF",Puebla,23-114,2002,8,8,577,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
457,Jesús Rivas,mx MEX,DF,UNAM,23-114,2002,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
458,Ulises Rivas,mx MEX,MF,UNAM,30-026,1996,4,1,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
459,Christian Rivera,co COL,MF,Pachuca,30-037,1996,6,5,467,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.39,0.19,0.39,Matches
460,Ignacio Rivero,uy URU,MF,Cruz Azul,33-316,1992,15,8,838,9.3,2,1,3,2,0,0,4,0,0.21,0.11,0.32,0.21,0.32,Matches
461,Ignacio Rivero,uy URU,MF,Tijuana,33-316,1992,6,5,429,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
462,Rober,es ESP,DF,Atlas,31-004,1995,5,4,353,3.9,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
463,Jorge Roberto Díaz,mx MEX,FW,Toluca,27-208,1998,4,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Ángel Robles,mx MEX,FW,Puebla,24-094,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
465,Juan Robles,mx MEX,"MF,DF",Querétaro,22-155,2003,11,3,315,3.5,1,0,1,1,0,0,3,0,0.29,0,0.29,0.29,0.29,Matches
466,Aldo Rocha,mx MEX,MF,Atlas,33-106,1992,18,17,"1,445",16.1,0,2,2,0,0,0,5,1,0,0.12,0.12,0,0.12,Matches
467,Jorge Rodarte,mx MEX,DF,Cruz Azul,21-303,2004,6,3,187,2.1,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
468,Brian Rodríguez,uy URU,"MF,FW",América,25-276,2000,23,16,"1,400",15.6,8,5,13,5,3,3,3,0,0.51,0.32,0.84,0.32,0.64,Matches
469,Charly Rodríguez,mx MEX,MF,Cruz Azul,29-048,1997,23,20,"1,629",18.1,4,4,8,4,0,0,3,0,0.22,0.22,0.44,0.22,0.44,Matches
470,David Rodriguez,us USA,MF,Atlético San Luis,23-291,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
471,James Rodríguez,co COL,"MF,FW",León,34-223,1991,14,10,981,10.9,3,2,5,0,3,3,1,0,0.28,0.18,0.46,0,0.18,Matches
472,Jesús Rodríguez,mx MEX,GK,Puebla,32-275,1993,7,7,585,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
473,Jorge Rodríguez,mx MEX,DF,Atlas,24-170,2001,5,2,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
474,Lucas Rodríguez,ar ARG,"MF,FW",Querétaro,28-299,1997,21,17,"1,424",15.8,2,4,6,2,0,0,5,0,0.13,0.25,0.38,0.13,0.38,Matches
475,Michell Rodríguez,mx MEX,MF,Monterrey,25-194,2000,4,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
476,Miguel Rodríguez,mx MEX,MF,León,22-305,2003,14,3,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Ricardo Rodríguez,mx MEX,GK,Mazatlán,24-342,2001,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Salvador Rodríguez,mx MEX,DF,Mazatlán,24-198,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Sergio Rodríguez,mx MEX,MF,Pachuca,22-020,2004,3,2,173,1.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
480,Johan Rojas,co COL,MF,Necaxa,23-153,2002,15,5,604,6.7,1,0,1,1,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
481,Franco Romero,ar ARG,MF,Toluca,25-303,2000,21,19,"1,758",19.5,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
482,Luka Romero,ar ARG,MF,Cruz Azul,21-094,2004,21,11,924,10.3,2,2,4,2,0,0,1,1,0.19,0.19,0.39,0.19,0.39,Matches
483,Luis Romo,mx MEX,"DF,MF",Guadalajara,30-260,1995,21,21,"1,872",20.8,1,2,3,1,0,0,4,1,0.05,0.1,0.14,0.05,0.14,Matches
484,Romulo,br BRA,"DF,MF",UANL,25-356,2000,20,19,"1,702",18.9,0,2,2,0,0,0,6,0,0,0.11,0.11,0,0.11,Matches
485,Salomón Rondón,ve VEN,FW,Pachuca,36-157,1989,6,3,374,4.2,3,0,3,3,0,0,0,0,0.72,0,0.72,0.72,0.72,Matches
486,Kevin Rosero,co COL,"MF,DF",Necaxa,27-079,1998,23,23,"1,954",21.7,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23,Matches
487,Franco Rossano,mx MEX,"MF,DF",Necaxa,20-208,2005,21,13,"1,201",13.3,0,4,4,0,0,0,2,0,0,0.3,0.3,0,0.3,Matches
488,Franco Rossi,uy URU,FW,Toluca,23-239,2002,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Carlos Rotondi,ar ARG,"MF,DF",Cruz Azul,28-345,1997,21,19,"1,654",18.4,3,3,6,3,0,1,3,0,0.16,0.16,0.33,0.16,0.33,Matches
490,Fernando Rubén González,mx MEX,MF,Guadalajara,32-024,1994,14,11,989,11,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
491,Brian Rubio,mx MEX,FW,Mazatlán,29-103,1996,4,3,249,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
492,Javier Ruiz,ar ARG,MF,Necaxa,21-149,2004,1,0,6,0.1,1,0,1,1,0,0,0,0,15,0,15,15,15,Matches
493,Marcel Ruiz,mx MEX,MF,Toluca,25-117,2000,20,17,"1,586",17.6,3,3,6,3,0,0,7,0,0.17,0.17,0.34,0.17,0.34,Matches
494,Jorge Ruvalcaba,mx MEX,"MF,FW",UNAM,24-212,2001,18,17,"1,460",16.2,5,4,9,5,0,0,8,0,0.31,0.25,0.55,0.31,0.55,Matches
495,Ángel Saavedra,mx MEX,MF,Mazatlán,22-252,2003,10,4,378,4.2,0,1,1,0,0,0,2,0,0,0.24,0.24,0,0.24,Matches
496,Allan Saint-Maximin,fr FRA,"MF,FW",América,28-345,1997,15,9,800,8.9,3,2,5,3,0,0,3,0,0.34,0.23,0.56,0.34,0.56,Matches
497,Patricio Salas,mx MEX,"MF,FW",América,22-003,2004,9,2,246,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
498,Carlos Salcedo,mx MEX,DF,Monterrey,32-144,1993,6,3,250,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
499,Sebastien Salles-Lamonge,fr FRA,MF,Atlético San Luis,30-023,1996,23,22,"1,959",21.8,3,4,7,3,0,0,3,0,0.14,0.18,0.32,0.14,0.32,Matches
500,Jorge San Martín,mx MEX,DF,Atlas,21-194,2004,5,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
501,Andrés Sánchez,mx MEX,GK,Atlético San Luis,28-140,1997,22,22,"1,980",22,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
502,Antonio Sánchez,mx MEX,GK,Atlas,26-029,2000,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
503,Carlos Sánchez,mx MEX,DF,Pachuca,23-313,2002,15,5,622,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
504,Diego Sánchez,mx MEX,"MF,FW",UANL,20-314,2005,8,4,364,4,2,2,4,2,0,0,1,0,0.49,0.49,0.99,0.49,0.99,Matches
505,Emmanuel Sanchez,mx MEX,MF,Cruz Azul,20-010,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Erick Sánchez,mx MEX,MF,América,26-146,1999,16,13,"1,123",12.5,2,0,2,2,0,0,3,1,0.16,0,0.16,0.16,0.16,Matches
507,Raúl Sánchez,es ESP,"FW,MF",Necaxa,49-081,1976,13,4,391,4.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
508,Santiago Sandoval,mx MEX,"MF,FW",Guadalajara,18-197,2007,19,11,930,10.3,2,0,2,2,0,0,3,0,0.19,0,0.19,0.19,0.19,Matches
509,José Santiago Hernández,mx MEX,GK,Querétaro,28-295,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Samir Santos,br BRA,DF,Mazatlán,31-077,1994,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
511,Sebastian Santos,mx MEX,DF,Mazatlán,23-030,2003,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
512,Sebastian Santos,mx MEX,DF,León,23-030,2003,12,9,748,8.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
513,Rodrigo Schlegel,ar ARG,DF,Atlas,28-323,1997,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
514,Francisco Sebastián Córdova,mx MEX,MF,Toluca,28-253,1997,5,1,128,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,Matches
515,Francisco Sebastián Córdova,mx MEX,MF,UANL,28-253,1997,6,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,Ángel Sepúlveda,mx MEX,"FW,MF",Cruz Azul,35-005,1991,16,8,744,8.3,7,3,10,4,3,3,1,0,0.85,0.36,1.21,0.48,0.85,Matches
517,Ángel Sepúlveda,mx MEX,"FW,MF",Guadalajara,35-005,1991,6,0,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Gilberto Sepúlveda,mx MEX,"DF,MF",Guadalajara,27-016,1999,9,5,445,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
519,Jesús Serrato,mx MEX,MF,Atlas,20-061,2005,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
520,Jordan Sierra,ec ECU,MF,Mazatlán,28-303,1997,19,18,"1,570",17.4,3,0,3,3,0,0,2,0,0.17,0,0.17,0.17,0.17,Matches
521,Juan Sigala,mx MEX,MF,Pachuca,18-320,2007,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
522,Leonardo Silva,mx MEX,MF,FC Juárez,21-234,2004,4,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Nathan Silva,br BRA,DF,UNAM,28-290,1997,23,23,"2,070",23,0,0,0,0,0,1,4,0,0,0,0,0,0,Matches
524,Santiago Simón,ar ARG,"DF,MF",Toluca,23-252,2002,16,12,"1,074",11.9,0,3,3,0,0,0,2,0,0,0.25,0.25,0,0.25,Matches
525,Ramiro Sordo,ar ARG,"MF,FW",Santos Laguna,25-236,2000,20,16,"1,333",14.8,2,4,6,2,0,0,6,1,0.14,0.27,0.41,0.14,0.41,Matches
526,José Suárez,ve VEN,DF,Atlético San Luis,19-292,2006,7,4,376,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Miguel Tapias,mx MEX,DF,Guadalajara,29-042,1997,10,5,457,5.1,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
528,Israel Tello,mx MEX,MF,Necaxa,20-033,2006,3,3,210,2.3,0,1,1,0,0,0,0,0,0,0.43,0.43,0,0.43,Matches
529,Gastón Togni,ar ARG,MF,Pachuca,28-153,1997,14,5,471,5.2,2,0,2,2,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
530,Iván Tona,mx MEX,MF,Tijuana,25-325,2000,22,22,"1,843",20.5,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
531,Alan Torres,mx MEX,MF,Mazatlán,26-001,2000,4,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
532,Jairo Torres,mx MEX,MF,FC Juárez,25-230,2000,4,1,186,2.1,1,1,2,1,0,0,1,0,0.48,0.48,0.97,0.48,0.97,Matches
533,Misael Torres,mx MEX,FW,UNAM,20-042,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Óliver Torres,es ESP,MF,Monterrey,31-102,1994,21,20,"1,655",18.4,1,6,7,1,0,0,5,1,0.05,0.33,0.38,0.05,0.38,Matches
535,Román Torres,mx MEX,DF,Atlético San Luis,21-060,2004,22,17,"1,553",17.3,1,2,3,1,0,0,4,0,0.06,0.12,0.17,0.06,0.17,Matches
536,Santiago Trigos,mx MEX,MF,UNAM,24-029,2002,13,10,796,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
537,Jean Unjanque,sn SEN,"MF,FW",Querétaro,20-337,2005,6,6,420,4.7,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
538,Ezequiel Unsain,ar ARG,GK,Necaxa,30-348,1995,23,23,"2,070",23,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
539,Enner Valencia,ec ECU,FW,Pachuca,36-108,1989,9,9,684,7.6,3,0,3,1,2,2,0,0,0.39,0,0.39,0.13,0.13,Matches
540,Carlos Valenzuela,ar ARG,MF,Querétaro,28-304,1997,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
541,Nicolás Vallejo,ar ARG,FW,León,22-048,2004,2,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Diego Valoyes,co COL,MF,FC Juárez,29-151,1996,6,1,165,1.8,1,0,1,1,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
543,Camilo Vargas,co COL,GK,Atlas,36-348,1989,20,20,"1,800",20,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
544,Leonardo Vargas,mx MEX,FW,Tijuana,24-341,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
545,Miguel Vázquez,mx MEX,DF,América,22-013,2004,3,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
546,Alexis Vega,mx MEX,"MF,FW",Toluca,28-087,1997,13,11,928,10.3,4,9,13,3,1,1,3,0,0.39,0.87,1.26,0.29,1.16,Matches
547,Jesús Vega,mx MEX,DF,Tijuana,25-339,2000,21,18,"1,457",16.2,0,4,4,0,0,0,4,0,0,0.25,0.25,0,0.25,Matches
548,Sebastián Vegas,cl CHI,DF,León,29-078,1996,5,5,421,4.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
549,Raphael Veiga,br BRA,MF,América,30-246,1995,2,0,69,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
550,Kevin Velasco,co COL,MF,Puebla,28-296,1997,5,1,249,2.8,0,1,1,0,0,0,1,0,0,0.36,0.36,0,0.36,Matches
551,Oscar Villa,mx MEX,DF,León,24-361,2001,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
552,Fran Villalba,es ESP,"MF,FW",Santos Laguna,27-285,1998,22,20,"1,539",17.1,3,1,4,2,1,2,5,0,0.18,0.06,0.23,0.12,0.18,Matches
553,Dieter Villalpando,mx MEX,MF,FC Juárez,34-200,1991,11,3,289,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Carlos Villanueva López,mx MEX,DF,Querétaro,31-319,1994,11,8,767,8.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
555,Emiliano Villaseñor,mx MEX,DF,UNAM,18-103,2007,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
556,Abraham Villegas,,DF,León,23-065,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Isaías Violante,mx MEX,MF,América,22-123,2003,14,2,334,3.7,0,2,2,0,0,0,1,0,0,0.54,0.54,0,0.54,Matches
558,Oswaldo Virgen,mx MEX,FW,Toluca,20-319,2005,10,1,230,2.6,1,1,2,1,0,0,0,0,0.39,0.39,0.78,0.39,0.78,Matches
559,Pedro Vite,ec ECU,MF,UNAM,23-348,2002,20,13,"1,340",14.9,2,0,2,2,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
560,Vitinho,br BRA,MF,Tijuana,24-303,2001,8,1,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Teun Wilke,mx MEX,FW,Guadalajara,23-343,2002,4,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
562,Édgar Yoel Bárcenas,pa PAN,"MF,FW",Mazatlán,32-120,1993,19,15,"1,387",15.4,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches
563,Ángel Zaldívar,mx MEX,FW,FC Juárez,32-012,1994,17,3,568,6.3,2,1,3,2,0,0,4,0,0.32,0.16,0.48,0.32,0.48,Matches
564,Edgar Zaldívar,mx MEX,"DF,MF",Atlas,29-126,1996,5,0,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
565,Mauro Zaleta,mx MEX,"DF,MF",Mazatlán,23-324,2002,16,11,981,10.9,2,0,2,2,0,0,2,0,0.18,0,0.18,0.18,0.18,Matches
566,Ángel Zapata,mx MEX,MF,Tijuana,25-017,2001,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
567,Ángel Zapata,mx MEX,MF,Querétaro,25-017,2001,15,15,"1,251",13.9,0,1,1,0,0,0,4,1,0,0.07,0.07,0,0.07,Matches
568,Alejandro Zendejas,us USA,"MF,FW",América,28-013,1998,15,11,"1,073",11.9,6,3,9,5,1,1,4,0,0.5,0.25,0.75,0.42,0.67,Matches
569,José Zúñiga,co COL,"FW,MF",América,31-222,1994,16,8,776,8.6,2,1,3,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,Matches
570,Uroš Đurđević,me MNE,FW,Atlas,31-355,1994,20,20,"1,721",19.1,9,1,10,4,5,5,9,0,0.47,0.05,0.52,0.21,0.26,Matches
571,Uroš Đurđević,me MNE,FW,Monterrey,31-355,1994,2,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
